,Exclusion Code,D,G,Galaxy ID,m-M,err,D (Mpc),Method,REFCODE,SN ID,redshift (z),Hubble const.,Adopted LMC modulus,Date (Yr. - 1980),Notes
53143,,35591,9155,UGC 01970,33.18,,43.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
53145,,35593,9155,UGC 01970,33.35,,46.7,Tully-Fisher,2000BSAO...50....5K,,,,,20,
53381,,35759,9199,NGC 0958,33.19,,43.5,Tully-Fisher,1985A&A...153..125G,,,90.0,,5,B
53389,,35767,9199,NGC 0958,33.73,,55.7,Tully-Fisher,2002ApJ...565..681R,,,,,22,B
53411,,35784,9203,NGC 0949,29.93,,9.68,Tully-Fisher,1985A&A...153..125G,,,90.0,,5,B
53427,,35800,9208,UGC 01984,35.66,,136.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
53428,,35801,9208,UGC 01984,35.67,,136.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
53429,,35802,9208,UGC 01984,35.69,,137.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
53430,,35803,9208,UGC 01984,35.7,,138.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
53846,,36048,9272,UGC 01999,30.69,,13.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
53847,,36049,9272,UGC 01999,30.7,,13.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
53848,,36050,9272,UGC 01999,30.7,,13.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
53849,,36051,9272,UGC 01999,30.93,,15.3,Tully-Fisher,2000BSAO...50....5K,,,,,20,
54016,,36169,9311,FGC 0310,34.47,,78.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
54017,,36170,9311,FGC 0310,34.47,,78.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
54018,,36171,9311,FGC 0310,34.5,,79.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
54019,,36172,9311,FGC 0310,34.54,,80.8,Tully-Fisher,2000BSAO...50....5K,,,,,20,
54070,,36216,9331,UGC 02025,35.54,,128.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
54071,,36217,9331,UGC 02025,35.56,,129.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
54072,,36218,9331,UGC 02025,35.57,,130.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
54074,,36220,9331,UGC 02025,35.63,,134.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
54124,,36260,9348,NGC 0986,28.5,,5.01,Tully-Fisher,1985A&AS...59...43B,,,103.0,,5,B
54126,,36262,9348,NGC 0986,28.51,,5.04,Tully-Fisher,1985A&AS...59...43B,,,103.0,,5,Mean of B mag and Diameter TF relation
54127,,36263,9348,NGC 0986,28.53,,5.08,Tully-Fisher,1985A&AS...59...43B,,,103.0,,5,Diameter
54128,,36264,9348,NGC 0986,30.22,,11.1,Tully-Fisher,2002ApJ...565..681R,,,,,22,B
54282,,36371,9380,NGC 0973,33.83,,58.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
54283,,36372,9380,NGC 0973,33.83,,58.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
54284,,36373,9380,NGC 0973,33.84,,58.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
54287,,36376,9380,NGC 0973,33.92,,60.7,Tully-Fisher,2000BSAO...50....5K,,,,,20,
54420,R,36485,9423,NGC 0988,29.93,,9.68,Tully-Fisher,2006sf2a.conf..365V,,,,,26,LEDA [April 2006]
54433,,36496,9427,NGC 0991,29.01,,6.34,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
54434,,36497,9427,NGC 0991,29.03,,6.4,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Mean of B mag and Diameter TF relation
54435,,36498,9427,NGC 0991,29.04,,6.43,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,B
54437,,36500,9427,NGC 0991,29.42,,7.66,Tully-Fisher,1985A&AS...59...43B,,,103.0,,5,Diameter
54535,,36569,9447,UGC 02082,30.56,,12.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
54536,,36570,9447,UGC 02082,30.56,,13.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
54537,,36571,9447,UGC 02082,30.57,,13.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
54540,,36574,9447,UGC 02082,30.75,,14.1,Tully-Fisher,2000BSAO...50....5K,,,,,20,
54567,,36596,9454,IC 0239,29.79,,9.08,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
54568,,36597,9454,IC 0239,29.95,,9.77,Tully-Fisher,1985A&AS...59...43B,,,103.0,,5,Diameter
54570,,36599,9454,IC 0239,30.26,,11.3,Tully-Fisher,1985A&AS...59...43B,,,103.0,,5,Mean of B mag and Diameter TF relation
54573,,36602,9454,IC 0239,30.41,,12.1,Tully-Fisher,1985A&AS...59...43B,,,103.0,,5,B
54612,,36629,9458,UGC 02092,34.17,,68.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
54613,,36630,9458,UGC 02092,34.18,,68.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
54614,,36631,9458,UGC 02092,34.18,,68.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
54615,,36632,9458,UGC 02092,34.24,,70.4,Tully-Fisher,2000BSAO...50....5K,,,,,20,
54685,,36687,9476,FGC 0321,36.21,,174.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
54686,,36688,9476,FGC 0321,36.22,,176.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
54687,,36689,9476,FGC 0321,36.23,,176.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
54688,,36690,9476,FGC 0321,36.25,,178.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
54713,,36712,9486,NGC 0992,34.54,,80.8,Tully-Fisher,1994A&A...283...21S,,,75.0,,14,HI
54714,,36713,9486,NGC 0992,34.78,,90.2,Tully-Fisher,1994A&A...283...21S,,,75.0,,14,CO
54740,,36738,9494,UGC 02101,34.45,,77.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
54741,,36739,9494,UGC 02101,34.45,,77.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
54742,,36740,9494,UGC 02101,34.45,,77.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
54756,,36754,9498,ESO 115- G 021,28.97,,6.21,Tully-Fisher,2000BSAO...50....5K,,,,,20,
54757,,36755,9498,ESO 115- G 021,29.04,,6.41,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
54758,,36756,9498,ESO 115- G 021,29.07,,6.53,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
54759,,36757,9498,ESO 115- G 021,29.1,,6.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
54790,,36784,9510,NGC 1009,34.83,,92.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
54791,,36785,9510,NGC 1009,34.83,,92.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
54792,,36786,9510,NGC 1009,34.84,,93.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
54793,,36787,9510,NGC 1009,34.89,,94.9,Tully-Fisher,2000BSAO...50....5K,,,,,20,
54833,,36818,9527,FGC 0326,35.1,,105.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
54834,,36819,9527,FGC 0326,35.13,,106.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
54835,,36820,9527,FGC 0326,35.13,,106.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
54836,,36821,9527,FGC 0326,35.15,,107.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
54850,,36832,9534,UGC 02134,33.03,,40.4,Tully-Fisher,1980ApJ...239...12A,,,95.0,,0,
54899,,36873,9540,MCG -03-07-047,33.81,,57.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
54900,,36874,9540,MCG -03-07-047,33.82,,58.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
54901,,36875,9540,MCG -03-07-047,33.83,,58.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
54939,,36900,9547,UGC 02140 NED02,30.38,,11.9,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
54972,,36932,9556,NGC 1003,29.66,,8.55,Tully-Fisher,1985A&A...153..125G,,,90.0,,5,B
55019,,36978,9563,NGC 1035,31.31,,18.3,Tully-Fisher,1985A&A...153..125G,,,90.0,,5,B
55283,,37177,9602,NGC 1042,29.32,,7.3,Tully-Fisher,2016ApJ...823...85L,,,,,36,38.7 deg. inclination
55287,,37181,9602,NGC 1042,29.52,,8.0,Tully-Fisher,2016ApJ...823...85L,,,,,36,57 deg. inclination
55328,,37218,9606,UGC 02159,33.27,,45.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
55329,,37219,9606,UGC 02159,33.28,,45.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
55330,,37220,9606,UGC 02159,33.3,,45.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
55342,,37231,9612,NGC 1047,28.33,,4.63,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
55527,,37360,9665,NGC 1055,30.31,,11.5,Tully-Fisher,1985A&A...153..125G,,,90.0,,5,B
55547,R,37380,9665,NGC 1055,31.89,,23.9,Tully-Fisher,2006sf2a.conf..365V,,,,,26,LEDA [April 2006]
55571,,37402,9672,Maffei 2,27.24,,2.8,Tully-Fisher,2003A&A...408..111K,,,,,23,
55574,,37405,9673,UGC 02171,33.64,,53.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
55575,,37406,9673,UGC 02171,33.64,,53.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
55576,,37407,9673,UGC 02171,33.64,,53.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
55577,,37408,9673,UGC 02171,33.72,,55.5,Tully-Fisher,2000BSAO...50....5K,,,,,20,
55635,,37444,9685,UGC 02172,29.84,,9.29,Tully-Fisher,2013AJ....145..101K,,,,,33,
55700,,37486,9701,FGC 0333,34.48,,78.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
55701,,37487,9701,FGC 0333,34.51,,80.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
55702,,37488,9701,FGC 0333,34.52,,80.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
55703,,37489,9701,FGC 0333,34.7,,87.1,Tully-Fisher,2000BSAO...50....5K,,,,,20,
55722,,37508,9708,MESSIER 077,30.45,,12.3,Tully-Fisher,1994A&A...283...21S,,,75.0,,14,HI
55723,,37509,9708,MESSIER 077,30.5,,12.6,Tully-Fisher,1994A&A...283...21S,,,75.0,,14,CO
55725,R,37511,9708,MESSIER 077,31.5,,20.0,Tully-Fisher,2006sf2a.conf..365V,,,,,26,LEDA [April 2006]
55825,,37600,9744,NGC 1058,25.74,,1.41,Tully-Fisher,1985A&AS...59...43B,,,103.0,,5,B
55826,,37601,9744,NGC 1058,25.81,,1.45,Tully-Fisher,1985A&AS...59...43B,,,103.0,,5,Mean of B mag and Diameter TF relation
55827,,37602,9744,NGC 1058,25.95,,1.55,Tully-Fisher,1985A&AS...59...43B,,,103.0,,5,Diameter
55829,,37604,9744,NGC 1058,26.49,,1.99,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,B
55830,,37605,9744,NGC 1058,26.57,,2.06,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Mean of B mag and Diameter TF relation
55831,,37606,9744,NGC 1058,26.74,,2.23,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
55834,,37609,9744,NGC 1058,29.32,,7.3,Tully-Fisher,2011A&A...536A.103Z,,,,,31,
55851,,37621,9748,NGC 1073,27.51,,3.18,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
55852,,37622,9748,NGC 1073,27.82,,3.66,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Mean of B mag and Diameter TF relation
55853,,37623,9748,NGC 1073,27.97,,3.93,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,B
55855,,37625,9748,NGC 1073,28.54,,5.11,Tully-Fisher,1985A&AS...59...43B,,,103.0,,5,Diameter
55869,,37637,9753,UGC 02201,34.03,,64.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
55870,,37638,9753,UGC 02201,34.04,,64.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
55871,,37639,9753,UGC 02201,34.04,,64.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
55875,,37643,9753,UGC 02201,34.17,,68.3,Tully-Fisher,2000BSAO...50....5K,,,,,20,
55899,,37664,9761,UGC 02211,34.41,,76.1,Tully-Fisher,2000BSAO...50....5K,,,,,20,
55900,,37665,9761,UGC 02211,34.45,,77.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
55901,,37666,9761,UGC 02211,34.48,,78.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
55902,,37667,9761,UGC 02211,34.49,,78.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
56016,,37749,9805,UGC 02221,31.97,,24.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
56017,,37750,9805,UGC 02221,32.0,,25.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
56018,,37751,9805,UGC 02221,32.0,,25.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
56019,,37752,9805,UGC 02221,32.13,,26.6,Tully-Fisher,2000BSAO...50....5K,,,,,20,
56212,,37905,9860,NGC 1084,30.31,,11.5,Tully-Fisher,1985A&A...153..125G,,,90.0,,5,B
56222,R,37915,9860,NGC 1084,31.73,,22.2,Tully-Fisher,2006sf2a.conf..365V,,,,,26,LEDA [April 2006]
56277,,37957,9876,NGC 1097,30.02,,10.1,Tully-Fisher,1985A&A...153..125G,,,90.0,,5,B
56278,,37958,9876,NGC 1097,30.04,,10.2,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
56282,,37962,9876,NGC 1097,30.27,,11.3,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Mean of B mag and Diameter TF relation
56284,,37964,9876,NGC 1097,30.38,,11.9,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,B
56319,,37992,9883,NGC 1087,30.16,,10.8,Tully-Fisher,1985A&A...153..125G,,,90.0,,5,B
56370,,38036,9892,NGC 1090,31.01,,15.9,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
56371,,38037,9892,NGC 1090,31.27,,17.9,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Mean of B mag and Diameter TF relation
56373,,38039,9892,NGC 1090,31.41,,19.1,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,B
56374,,38040,9892,NGC 1090,31.41,,19.1,Tully-Fisher,1985A&A...153..125G,,,90.0,,5,B
56424,,38087,9898,KUG 0243+275,29.66,,8.55,Tully-Fisher,2013AJ....145..101K,,,,,33,
56429,R,38090,9900,ESO 479- G 040,35.17,,108.0,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,B
56433,R,38094,9900,ESO 479- G 040,35.6,,132.0,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,I
56510,,38158,9941,ESO 546- G 021,33.19,,43.4,Tully-Fisher,2000BSAO...50....5K,,,,,20,
56511,,38159,9941,ESO 546- G 021,33.22,,44.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
56512,,38160,9941,ESO 546- G 021,33.23,,44.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
56513,,38161,9941,ESO 546- G 021,33.24,,44.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
56586,,38218,9966,NGC 1093,33.76,,56.5,Tully-Fisher,1980ApJ...239...12A,,,95.0,,0,
56598,,38228,9971,ESO 299- G 018,33.51,,50.3,Tully-Fisher,2000BSAO...50....5K,,,,,20,
56603,,38233,9971,ESO 299- G 018,34.0,,63.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
56604,,38234,9971,ESO 299- G 018,34.03,,63.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
56605,,38235,9971,ESO 299- G 018,34.03,,64.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
56755,,38366,10013,NGC 1110,31.45,,19.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
56756,,38367,10013,NGC 1110,31.47,,19.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
56757,,38368,10013,NGC 1110,31.47,,19.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
56762,,38373,10013,NGC 1110,31.59,,20.8,Tully-Fisher,2000BSAO...50....5K,,,,,20,
56917,,38497,10072,MCG -02-08-012,33.55,,51.3,Tully-Fisher,2000BSAO...50....5K,,,,,20,
56921,,38501,10072,MCG -02-08-012,34.22,,69.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
56922,,38502,10072,MCG -02-08-012,34.22,,69.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
56923,,38503,10072,MCG -02-08-012,34.23,,70.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
57088,,38625,10121,FGC 0349,35.16,,107.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
57089,,38626,10121,FGC 0349,35.16,,108.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
57090,,38627,10121,FGC 0349,35.17,,108.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
57136,,38667,10147,IC 1862,34.32,,73.1,Tully-Fisher,2000BSAO...50....5K,,,,,20,
57140,,38671,10147,IC 1862,34.41,,76.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
57141,,38672,10147,IC 1862,34.42,,76.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
57142,,38673,10147,IC 1862,34.42,,76.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
57385,,38875,10228,UGC 02378,34.87,,94.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
57386,,38876,10228,UGC 02378,34.88,,94.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
57387,,38877,10228,UGC 02378,34.88,,94.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
57388,,38878,10228,UGC 02378,34.93,,96.7,Tully-Fisher,2000BSAO...50....5K,,,,,20,
57390,,38880,10230,UGC 02370,32.46,,31.1,Tully-Fisher,2000BSAO...50....5K,,,,,20,
57391,,38881,10230,UGC 02370,32.47,,31.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
57392,,38882,10230,UGC 02370,32.48,,31.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
57393,,38883,10230,UGC 02370,32.48,,31.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
57417,,38901,10237,NGC 1145,29.16,,6.8,Tully-Fisher,2000BSAO...50....5K,,,,,20,
57433,,38917,10237,NGC 1145,32.84,,37.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
57434,,38918,10237,NGC 1145,32.84,,37.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
57435,,38919,10237,NGC 1145,32.85,,37.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
57438,,38922,10238,NGC 1140,30.87,,14.9,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,B
57443,,38927,10238,NGC 1140,31.3,,18.2,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Mean of B mag and Diameter TF relation
57447,,38931,10238,NGC 1140,32.15,,26.9,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
57461,,38944,10246,UGC 02382,35.37,,119.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
57462,,38945,10246,UGC 02382,35.38,,119.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
57463,,38946,10246,UGC 02382,35.4,,120.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
57464,,38947,10246,UGC 02382,35.42,,121.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
57654,,39104,10310,UGC 02404,34.64,,84.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
57655,,39105,10310,UGC 02404,34.64,,84.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
57657,,39107,10310,UGC 02404,34.67,,85.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
57658,,39108,10310,UGC 02404,34.68,,86.4,Tully-Fisher,2000BSAO...50....5K,,,,,20,
57705,,39150,10323,FGC 0362,34.41,,76.3,Tully-Fisher,2000BSAO...50....5K,,,,,20,
57706,,39151,10323,FGC 0362,34.46,,78.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
57707,,39152,10323,FGC 0362,34.46,,78.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
57708,,39153,10323,FGC 0362,34.47,,78.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
57712,,39157,10326,UGC 02396,33.72,,55.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
57713,,39158,10326,UGC 02396,33.74,,56.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
57714,,39159,10326,UGC 02396,33.74,,56.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
57829,,39261,10363,Dwingeloo 1,27.24,,2.8,Tully-Fisher,2003A&A...408..111K,,,,,23,
57830,R,39262,10363,Dwingeloo 1,27.39,,3.0,Tully-Fisher,1995ApL&C..31..227K,,,,,15,"I, TF 1"
57833,,39265,10363,Dwingeloo 1,27.72,,3.5,Tully-Fisher,1996MNRAS.280..537L,,,,,16,"R, TF 2"
57834,,39266,10363,Dwingeloo 1,27.78,,3.6,Tully-Fisher,1996MNRAS.280..537L,,,,,16,"I, TF 1"
57835,,39267,10363,Dwingeloo 1,27.78,,3.6,Tully-Fisher,1996MNRAS.280..537L,,,,,16,"R, TF 1"
57836,,39268,10363,Dwingeloo 1,28.41,,4.8,Tully-Fisher,1996MNRAS.280..537L,,,,,16,I. TF 2
57938,,39352,10401,NGC 1128,34.73,,88.4,Comp. Secondary: Tully-Fisher,2001ApJ...553...47F,,,71.0,,21,"GClstr ABELL 0400 gxy, 75 gxys"
58066,,39467,10436,UGC 02441,32.78,,35.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
58067,,39468,10436,UGC 02441,32.78,,36.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
58068,,39469,10436,UGC 02441,32.78,,36.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
58070,,39471,10436,UGC 02441,32.86,,37.3,Tully-Fisher,2000BSAO...50....5K,,,,,20,
58134,,39527,10461,UGC 02411,32.26,,28.3,Tully-Fisher,2000BSAO...50....5K,,,,,20,
58135,,39528,10461,UGC 02411,32.41,,30.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
58136,,39529,10461,UGC 02411,32.41,,30.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
58137,,39530,10461,UGC 02411,32.42,,30.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
58244,,39629,10507,NGC 1156,27.89,,3.78,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,B
58245,,39630,10507,NGC 1156,27.98,,3.94,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Mean of B mag and Diameter TF relation
58246,,39631,10507,NGC 1156,28.16,,4.29,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
58327,,39702,10532,NGC 1163,33.22,,44.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
58328,,39703,10532,NGC 1163,33.22,,44.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
58329,,39704,10532,NGC 1163,33.23,,44.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
58363,,39732,10543,UGC 02459,33.03,,40.4,Tully-Fisher,2000BSAO...50....5K,,,,,20,
58364,,39733,10543,UGC 02459,33.17,,43.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
58365,,39734,10543,UGC 02459,33.19,,43.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
58366,,39735,10543,UGC 02459,33.19,,43.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
58519,,39860,10599,FGC 0378,34.92,,96.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
58520,,39861,10599,FGC 0378,34.94,,97.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
58521,,39862,10599,FGC 0378,34.95,,97.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
58522,,39863,10599,FGC 0378,34.98,,99.1,Tully-Fisher,2000BSAO...50....5K,,,,,20,
58555,,39893,10619,UGC 02496,34.97,,98.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
58556,,39894,10619,UGC 02496,34.97,,98.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
58557,,39895,10619,UGC 02496,34.97,,98.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
58558,,39896,10619,UGC 02496,34.98,,99.2,Tully-Fisher,2000BSAO...50....5K,,,,,20,
